country,year,female,male
Trinidad and Tobago,2000,49.6,148.72
Trinidad and Tobago,2001,36.06,169.27
Trinidad and Tobago,2002,27.03,131.98
Trinidad and Tobago,2003,34.620000000000005,123.63
Trinidad and Tobago,2004,30.55,157.73
Trinidad and Tobago,2005,28.57,115.57
Trinidad and Tobago,2006,21.59,112.3
Trinidad and Tobago,2007,20.38,123.2
Trinidad and Tobago,2008,30.59,147.66
Trinidad and Tobago,2009,17.62,102.62
Trinidad and Tobago,2010,25.43,125.07
Trinidad and Tobago,2011,21.91,116.78
Turkey,2009,5.19,16.099999999999998
Turkey,2010,7.68,24.01
Turkey,2011,5.47,17.6
Turkey,2012,7.05,21.35
Turkey,2013,8.65,26.77
Turkey,2014,7.35,23.48
Turkey,2015,7.05,21.42
Turkey,2017,0.0,0.0
Turkey,2018,0.0,0.0
Turkey,2019,0.934336686,3.145600177
Turkey,2020,0.0,0.0
Turkmenistan,1987,65.25,108.36
Turkmenistan,1988,51.6,110.85
Turkmenistan,1989,42.86,92.47
Turkmenistan,1990,60.47,111.54
Turkmenistan,1991,38.1,88.84
Turkmenistan,1992,41.93,69.92
Turkmenistan,1993,31.75,83.67999999999999
Turkmenistan,1994,55.53,61.39
Turkmenistan,1995,17.8,72.64
Turkmenistan,1996,26.64,77.0
Turkmenistan,1997,21.63,79.34
Turkmenistan,1998,38.23,98.27
Turkmenistan,1999,35.07,109.99
Turkmenistan,2000,30.58,81.55
Turkmenistan,2001,20.23,113.23
Turkmenistan,2002,22.290000000000003,93.14
Turkmenistan,2003,25.13,81.89
Turkmenistan,2004,27.2,85.60000000000001
Turkmenistan,2005,24.55,109.64
Turkmenistan,2006,29.06,114.78
Turkmenistan,2007,23.12,73.57
Turkmenistan,2008,28.29,89.29
Turkmenistan,2009,8.47,34.07
Turkmenistan,2010,9.61,36.14
Turkmenistan,2011,8.5,23.13
Turkmenistan,2012,6.39,24.21
Turkmenistan,2013,5.63,17.66
Turkmenistan,2014,9.17,18.98
Turkmenistan,2015,9.95,18.53
Ukraine,1987,63.22,230.82
Ukraine,1988,61.66,225.06
Ukraine,1989,63.35,252.97
Ukraine,1990,58.21,238.49
Ukraine,1991,57.98,239.93
Ukraine,1992,58.11,264.38
Ukraine,1993,63.79,288.32
Ukraine,1994,67.37,316.92
Ukraine,1995,62.61,334.06
Ukraine,1996,62.08,341.34000000000003
Ukraine,1997,65.65,330.02
Ukraine,1998,67.17999999999999,322.97
Ukraine,1999,64.18,311.88
Ukraine,2000,63.59,313.6
Ukraine,2001,53.36,294.78000000000003
Ukraine,2002,51.92,292.13
Ukraine,2003,51.73,285.34
Ukraine,2004,45.77,261.28
Ukraine,2005,43.120000000000005,254.06
Ukraine,2006,41.34,241.45
Ukraine,2007,40.39,240.73
Ukraine,2008,42.16,232.34
Ukraine,2009,42.940000000000005,236.32
Ukraine,2010,40.29,222.78
Ukraine,2011,42.09,221.91
Ukraine,2012,43.09,225.38
Ukraine,2014,41.83,208.67
Ukraine,2015,38.08,206.64
Ukraine,2017,2.587487467,12.156729915
Ukraine,2018,2.480810249,10.687429159
Ukraine,2019,2.428682625,10.676741149
Ukraine,2020,0.0,0.0
United Arab Emirates,2005,5.28,10.77
United Arab Emirates,2006,8.44,8.11
United Arab Emirates,2007,7.46,8.53
United Arab Emirates,2008,4.09,7.77
United Arab Emirates,2009,3.61,8.120000000000001
United Arab Emirates,2010,5.93,16.78
United Kingdom,1985,34.9,81.55
United Kingdom,1986,30.52,81.49
United Kingdom,1987,27.3,76.51
United Kingdom,1988,28.43,86.12
United Kingdom,1989,23.56,75.63
United Kingdom,1990,22.93,80.41
United Kingdom,1991,21.62,77.18
United Kingdom,1992,21.82,76.92999999999999
United Kingdom,1993,21.51,75.34
United Kingdom,1994,20.5,74.26
United Kingdom,1995,19.69,72.65
United Kingdom,1996,19.79,68.53
United Kingdom,1997,18.5,70.28
United Kingdom,1998,19.71,71.05
United Kingdom,1999,20.1,72.34
United Kingdom,2000,19.0,68.33
United Kingdom,2001,17.63,67.51
United Kingdom,2002,18.72,63.99
United Kingdom,2003,17.66,62.49
United Kingdom,2004,19.1,63.62
United Kingdom,2005,18.4,60.76
United Kingdom,2006,16.85,61.32
United Kingdom,2007,15.76,59.16
United Kingdom,2008,17.259999999999998,63.45
United Kingdom,2009,16.81,61.19
United Kingdom,2010,17.15,60.26
United Kingdom,2011,16.51,61.78
United Kingdom,2012,16.15,63.32
United Kingdom,2013,16.88,68.04
United Kingdom,2014,17.99,65.94
United Kingdom,2015,20.05,66.69
United Kingdom,2017,1.637933225,5.2952776550000005
United Kingdom,2018,1.838690452,5.708667412
United Kingdom,2019,1.934576685,6.798697958
United Kingdom,2020,0.0,0.0
United States,1985,31.86,152.86
United States,1986,33.36,158.29
United States,1987,32.11,159.55
United States,1988,31.07,156.64
United States,1989,29.68,152.76
United States,1990,29.89,157.91
United States,1991,28.63,155.14
United States,1992,28.42,149.35
United States,1993,28.33,150.79
United States,1994,27.17,148.86
United States,1995,26.73,146.36
United States,1996,25.79,140.66
United States,1997,26.06,135.9
United States,1998,25.73,134.78
United States,1999,24.05,126.72
United States,2000,22.96,123.62
United States,2001,23.26,124.96
United States,2002,24.07,125.95
United States,2003,23.88,121.76
United States,2004,25.62,121.28
United States,2005,25.17,121.51
United States,2006,25.43,119.7
United States,2007,26.3,122.82
United States,2008,27.35,125.89
United States,2009,27.68,126.51
United States,2010,28.6,130.29
United States,2011,29.93,132.43
United States,2012,30.7,134.44
United States,2013,31.54,135.13
United States,2014,33.21,138.12
United States,2015,35.23,140.18
United States,2017,2.485219955,2.407403043
United States,2018,2.536729189,2.4076133150000003
United States,2019,2.057381587,2.379922979
United States,2020,2.024729452,2.372541291
Uruguay,1985,22.19,156.42
Uruguay,1986,26.77,145.70000000000002
Uruguay,1987,30.6,133.82999999999998
Uruguay,1988,27.09,137.37
Uruguay,1989,30.0,166.46
Uruguay,1990,30.37,150.3
Uruguay,1993,43.46,179.56
Uruguay,1994,32.59,181.41
Uruguay,1995,45.55,192.39
Uruguay,1996,35.94,151.99
Uruguay,1997,36.2,197.71
Uruguay,1998,43.15,220.93
Uruguay,1999,31.37,212.25
Uruguay,2000,36.25,238.02
Uruguay,2001,39.65,196.47
Uruguay,2002,54.44,277.25
Uruguay,2003,43.58,215.67
Uruguay,2004,41.17,217.32
Uruguay,2005,45.120000000000005,196.19
Uruguay,2006,46.82,201.29
Uruguay,2007,48.2,218.11
Uruguay,2008,40.92,193.61
Uruguay,2009,37.51,200.24
Uruguay,2010,45.0,212.43
Uruguay,2012,42.58,221.77
Uruguay,2013,46.42,202.67
Uruguay,2014,44.31,204.33
Uruguay,2015,46.99,223.03
Uruguay,2017,3.915609842,16.188416809
Uruguay,2018,4.814647734,15.873747681
Uruguay,2019,4.346039228,16.742459841
Uruguay,2020,0.0,0.0
Uzbekistan,1990,41.24,88.12
Uzbekistan,1991,35.67,88.51
Uzbekistan,1992,32.81,78.48
Uzbekistan,1993,31.18,80.58
Uzbekistan,1994,31.66,79.19
Uzbekistan,1995,27.14,84.16
Uzbekistan,1996,29.57,95.49
Uzbekistan,1997,25.23,85.35
Uzbekistan,1998,25.14,83.16
Uzbekistan,1999,27.12,86.21
Uzbekistan,2000,31.64,88.67
Uzbekistan,2001,28.69,87.23
Uzbekistan,2002,24.2,71.08
Uzbekistan,2003,21.58,60.48
Uzbekistan,2004,17.12,50.92
Uzbekistan,2005,15.58,52.23
Uzbekistan,2009,15.92,44.940000000000005
Uzbekistan,2010,17.69,45.54
Uzbekistan,2011,20.09,47.05
Uzbekistan,2012,22.94,54.59
Uzbekistan,2013,23.99,54.87
Uzbekistan,2014,26.18,58.94
Uzbekistan,2017,2.473092385,4.989409854000001
Uzbekistan,2018,2.460849433,4.451376226
Uzbekistan,2019,2.596756734,4.306089722
Uzbekistan,2020,0.0,0.0
