country,year,age,data_id,sex,suicides_no,population,suicides/100k pop,generation,gdp_for_year,gdp_per_capita
Ukraine,2007,35-54 years,26310,male,3392,6292640,53.9,Boomers,"1,42,71,90,09,901",3229
Ukraine,2007,5-14 years,26320,female,11,2155250,0.51,Generation Z,"1,42,71,90,09,901",3229
Ukraine,2007,55-74 years,26315,female,483,5668759,8.52,Silent,"1,42,71,90,09,901",3229
Ukraine,2007,75+ years,26314,female,325,2125683,15.29,Silent,"1,42,71,90,09,901",3229
Ukraine,2008,15-24 years,26330,female,118,3405168,3.47,Millenials,"1,79,99,24,05,832",4104
Ukraine,2008,25-34 years,26329,female,182,3441323,5.29,Generation X,"1,79,99,24,05,832",4104
Ukraine,2008,35-54 years,26328,female,528,7018040,7.52,Boomers,"1,79,99,24,05,832",4104
Ukraine,2008,5-14 years,26332,female,17,2078121,0.82,Generation Z,"1,79,99,24,05,832",4104
Ukraine,2008,55-74 years,26327,female,483,5726858,8.43,Silent,"1,79,99,24,05,832",4104
Ukraine,2008,75+ years,26326,female,347,2087152,16.63,Silent,"1,79,99,24,05,832",4104
Ukraine,2009,15-24 years,26337,male,906,3418274,26.5,Millenials,"1,17,22,77,69,792",2691
Ukraine,2009,25-34 years,26336,male,1504,3534883,42.55,Generation X,"1,17,22,77,69,792",2691
Ukraine,2009,35-54 years,26334,male,3133,6221337,50.36,Boomers,"1,17,22,77,69,792",2691
Ukraine,2009,5-14 years,26344,female,19,2027867,0.94,Generation Z,"1,17,22,77,69,792",2691
Ukraine,2009,55-74 years,26335,male,1882,3841612,48.99,Silent,"1,17,22,77,69,792",2691
Ukraine,2009,75+ years,26333,male,532,802009,66.33,Silent,"1,17,22,77,69,792",2691
Ukraine,2010,15-24 years,26353,female,154,3125122,4.93,Millenials,"1,36,01,31,55,905",3141
Ukraine,2010,25-34 years,26354,female,170,3534635,4.81,Generation X,"1,36,01,31,55,905",3141
Ukraine,2010,35-54 years,26352,female,458,6928455,6.61,Generation X,"1,36,01,31,55,905",3141
Ukraine,2010,5-14 years,26356,female,15,1993721,0.75,Generation Z,"1,36,01,31,55,905",3141
Ukraine,2010,55-74 years,26351,female,479,5860094,8.17,Silent,"1,36,01,31,55,905",3141
Ukraine,2010,75+ years,26350,female,303,2016954,15.02,Silent,"1,36,01,31,55,905",3141
Ukraine,2011,15-24 years,26365,female,157,2973653,5.28,Millenials,"1,63,15,96,71,670",3788
Ukraine,2011,25-34 years,26366,female,160,3570316,4.48,Millenials,"1,63,15,96,71,670",3788
Ukraine,2011,35-54 years,26364,female,464,6890333,6.73,Generation X,"1,63,15,96,71,670",3788
Ukraine,2011,5-14 years,26368,female,20,1976990,1.01,Generation Z,"1,63,15,96,71,670",3788
Ukraine,2011,55-74 years,26363,female,552,5873828,9.4,Boomers,"1,63,15,96,71,670",3788
Ukraine,2011,75+ years,26362,female,311,2047428,15.19,Silent,"1,63,15,96,71,670",3788
Ukraine,2012,15-24 years,26378,female,126,2819749,4.47,Millenials,"1,75,78,13,79,051",4096
Ukraine,2012,25-34 years,26377,female,186,3607893,5.16,Millenials,"1,75,78,13,79,051",4096
Ukraine,2012,35-54 years,26376,female,494,6837697,7.22,Generation X,"1,75,78,13,79,051",4096
Ukraine,2012,5-14 years,26380,female,20,1984557,1.01,Generation Z,"1,75,78,13,79,051",4096
Ukraine,2012,55-74 years,26375,female,524,5852504,8.95,Boomers,"1,75,78,13,79,051",4096
Ukraine,2012,75+ years,26374,female,347,2131156,16.28,Silent,"1,75,78,13,79,051",4096
Ukraine,2014,15-24 years,26385,male,560,2541203,22.04,Millenials,"1,33,50,34,11,376",3299
Ukraine,2014,25-34 years,26389,female,197,3444110,5.72,Millenials,"1,33,50,34,11,376",3299
Ukraine,2014,35-54 years,26383,male,2363,5814873,40.64,Generation X,"1,33,50,34,11,376",3299
Ukraine,2014,5-14 years,26392,female,14,1959353,0.71,Generation Z,"1,33,50,34,11,376",3299
Ukraine,2014,55-74 years,26382,male,1558,3702856,42.08,Boomers,"1,33,50,34,11,376",3299
Ukraine,2014,75+ years,26381,male,608,919141,66.15,Silent,"1,33,50,34,11,376",3299
Ukraine,2015,15-24 years,26401,female,117,2281055,5.13,Millenials,"91,03,09,59,455",2256
Ukraine,2015,25-34 years,26402,female,168,3421535,4.91,Millenials,"91,03,09,59,455",2256
Ukraine,2015,35-54 years,26400,female,427,6309963,6.77,Generation X,"91,03,09,59,455",2256
Ukraine,2015,5-14 years,26404,female,19,2010824,0.94,Generation Z,"91,03,09,59,455",2256
Ukraine,2015,55-74 years,26399,female,399,5508376,7.24,Boomers,"91,03,09,59,455",2256
Ukraine,2015,75+ years,26398,female,296,2261462,13.09,Silent,"91,03,09,59,455",2256
United Arab Emirates,2005,15-24 years,26407,female,7,281194,2.49,Millenials,"1,80,61,70,18,380",42196
United Arab Emirates,2005,25-34 years,26408,male,28,1132761,2.47,Generation X,"1,80,61,70,18,380",42196
United Arab Emirates,2005,35-54 years,26405,male,42,1083147,3.88,Boomers,"1,80,61,70,18,380",42196
United Arab Emirates,2005,55-74 years,26406,male,3,104270,2.88,Silent,"1,80,61,70,18,380",42196
United Arab Emirates,2006,15-24 years,26424,female,1,317537,0.31,Millenials,"2,22,11,65,41,865",45110
United Arab Emirates,2006,25-34 years,26422,female,5,383191,1.3,Generation X,"2,22,11,65,41,865",45110
United Arab Emirates,2006,35-54 years,26420,female,6,320618,1.87,Boomers,"2,22,11,65,41,865",45110
United Arab Emirates,2006,55-74 years,26421,male,2,114304,1.75,Silent,"2,22,11,65,41,865",45110
United Arab Emirates,2007,15-24 years,26434,female,4,350408,1.14,Millenials,"2,57,91,61,33,424",45285
United Arab Emirates,2007,25-34 years,26435,female,4,431502,0.93,Generation X,"2,57,91,61,33,424",45285
United Arab Emirates,2007,35-54 years,26436,female,3,365164,0.82,Boomers,"2,57,91,61,33,424",45285
United Arab Emirates,2007,55-74 years,26429,female,2,43719,4.57,Silent,"2,57,91,61,33,424",45285
United Arab Emirates,2008,15-24 years,26441,male,18,776831,2.32,Millenials,"3,15,47,46,15,739",48457
United Arab Emirates,2008,25-34 years,26443,female,10,485856,2.06,Generation X,"3,15,47,46,15,739",48457
United Arab Emirates,2008,35-54 years,26444,male,36,1776139,2.03,Boomers,"3,15,47,46,15,739",48457
United Arab Emirates,2008,55-74 years,26442,male,3,144591,2.07,Silent,"3,15,47,46,15,739",48457
United Arab Emirates,2009,15-24 years,26457,female,7,385569,1.82,Millenials,"2,53,54,73,58,747",34960
United Arab Emirates,2009,25-34 years,26453,male,52,2097782,2.48,Generation X,"2,53,54,73,58,747",34960
United Arab Emirates,2009,35-54 years,26460,female,2,475003,0.42,Boomers,"2,53,54,73,58,747",34960
United Arab Emirates,2009,5-14 years,26459,female,2,316123,0.63,Generation Z,"2,53,54,73,58,747",34960
United Arab Emirates,2009,55-74 years,26456,male,3,161132,1.86,Silent,"2,53,54,73,58,747",34960
United Arab Emirates,2010,15-24 years,26472,male,10,730245,1.37,Millenials,"2,89,78,73,38,325",36964
United Arab Emirates,2010,25-34 years,26469,male,39,2271630,1.72,Generation X,"2,89,78,73,38,325",36964
United Arab Emirates,2010,35-54 years,26473,female,1,533458,0.19,Generation X,"2,89,78,73,38,325",36964
United Arab Emirates,2010,55-74 years,26468,female,1,55621,1.8,Silent,"2,89,78,73,38,325",36964
United Arab Emirates,2010,75+ years,26465,male,1,10567,9.46,Silent,"2,89,78,73,38,325",36964
United Kingdom,1985,15-24 years,26486,female,86,4549121,1.89,Generation X,"4,89,28,51,64,271",9231
United Kingdom,1985,25-34 years,26480,male,620,3969689,15.62,Boomers,"4,89,28,51,64,271",9231
United Kingdom,1985,35-54 years,26479,male,1208,6899879,17.51,Silent,"4,89,28,51,64,271",9231
United Kingdom,1985,5-14 years,26488,female,2,3542919,0.06,Generation X,"4,89,28,51,64,271",9231
United Kingdom,1985,55-74 years,26478,male,915,5170113,17.7,G.I. Generation,"4,89,28,51,64,271",9231
United Kingdom,1985,75+ years,26477,male,264,1202838,21.95,G.I. Generation,"4,89,28,51,64,271",9231
United Kingdom,1986,15-24 years,26498,female,97,4538658,2.14,Generation X,"6,01,45,26,53,181",11323
United Kingdom,1986,25-34 years,26497,female,161,3980652,4.04,Boomers,"6,01,45,26,53,181",11323
United Kingdom,1986,35-54 years,26496,female,424,6933075,6.12,Silent,"6,01,45,26,53,181",11323
United Kingdom,1986,5-14 years,26500,male,2,3674904,0.05,Generation X,"6,01,45,26,53,181",11323
United Kingdom,1986,55-74 years,26495,female,541,5964761,9.07,G.I. Generation,"6,01,45,26,53,181",11323
United Kingdom,1986,75+ years,26494,female,223,2454593,9.09,G.I. Generation,"6,01,45,26,53,181",11323
United Kingdom,1987,15-24 years,26510,female,105,4483586,2.34,Generation X,"7,45,16,26,08,269",13996
United Kingdom,1987,25-34 years,26509,female,168,4073306,4.12,Boomers,"7,45,16,26,08,269",13996
United Kingdom,1987,35-54 years,26508,female,417,6986157,5.97,Silent,"7,45,16,26,08,269",13996
United Kingdom,1987,5-14 years,26512,female,3,3435125,0.09,Generation X,"7,45,16,26,08,269",13996
United Kingdom,1987,55-74 years,26506,female,464,5919684,7.84,G.I. Generation,"7,45,16,26,08,269",13996
United Kingdom,1987,75+ years,26507,female,174,2508896,6.94,G.I. Generation,"7,45,16,26,08,269",13996
United Kingdom,1988,15-24 years,26522,female,120,4389539,2.73,Generation X,"9,10,12,27,32,124",17072
United Kingdom,1988,25-34 years,26521,female,171,4162366,4.11,Boomers,"9,10,12,27,32,124",17072
United Kingdom,1988,35-54 years,26520,female,417,7055435,5.91,Silent,"9,10,12,27,32,124",17072
United Kingdom,1988,5-14 years,26524,female,2,3412369,0.06,Generation X,"9,10,12,27,32,124",17072
United Kingdom,1988,55-74 years,26519,female,445,5863850,7.59,G.I. Generation,"9,10,12,27,32,124",17072
United Kingdom,1988,75+ years,26518,female,205,2551912,8.03,G.I. Generation,"9,10,12,27,32,124",17072
United Kingdom,1989,15-24 years,26529,male,482,4444822,10.84,Generation X,"9,26,88,48,16,754",17349
United Kingdom,1989,25-34 years,26527,male,664,4320494,15.37,Boomers,"9,26,88,48,16,754",17349
United Kingdom,1989,35-54 years,26526,male,1117,7132941,15.66,Silent,"9,26,88,48,16,754",17349
United Kingdom,1989,5-14 years,26536,male,1,3600459,0.03,Generation X,"9,26,88,48,16,754",17349
United Kingdom,1989,55-74 years,26528,male,703,5101514,13.78,G.I. Generation,"9,26,88,48,16,754",17349
United Kingdom,1989,75+ years,26525,male,267,1338351,19.95,G.I. Generation,"9,26,88,48,16,754",17349
United Kingdom,1990,15-24 years,26541,male,528,4317816,12.23,Generation X,"10,93,16,93,89,205",20411
United Kingdom,1990,25-34 years,26545,female,180,4366845,4.12,Boomers,"10,93,16,93,89,205",20411
United Kingdom,1990,35-54 years,26544,female,360,7196514,5,Silent,"10,93,16,93,89,205",20411
United Kingdom,1990,5-14 years,26547,male,2,3630327,0.06,Generation X,"10,93,16,93,89,205",20411
United Kingdom,1990,55-74 years,26542,female,340,5762152,5.9,G.I. Generation,"10,93,16,93,89,205",20411
United Kingdom,1990,75+ years,26543,female,154,2625749,5.86,G.I. Generation,"10,93,16,93,89,205",20411
United Kingdom,1991,15-24 years,26553,male,481,4218626,11.4,Generation X,"11,42,79,71,78,131",21201
United Kingdom,1991,25-34 years,26550,male,801,4577587,17.5,Boomers,"11,42,79,71,78,131",21201
United Kingdom,1991,35-54 years,26549,male,1342,7271111,18.46,Boomers,"11,42,79,71,78,131",21201
United Kingdom,1991,5-14 years,26560,female,1,3486666,0.03,Millenials,"11,42,79,71,78,131",21201
United Kingdom,1991,55-74 years,26552,male,628,5106574,12.3,Silent,"11,42,79,71,78,131",21201
United Kingdom,1991,75+ years,26551,male,238,1367055,17.41,G.I. Generation,"11,42,79,71,78,131",21201
United Kingdom,1992,15-24 years,26570,female,91,3882211,2.34,Generation X,"11,79,65,95,29,660",21815
United Kingdom,1992,25-34 years,26569,female,191,4529424,4.22,Boomers,"11,79,65,95,29,660",21815
United Kingdom,1992,35-54 years,26568,female,347,7352110,4.72,Boomers,"11,79,65,95,29,660",21815
United Kingdom,1992,5-14 years,26571,male,2,3742157,0.05,Millenials,"11,79,65,95,29,660",21815
United Kingdom,1992,55-74 years,26567,female,299,5765146,5.19,Silent,"11,79,65,95,29,660",21815
United Kingdom,1992,75+ years,26566,female,143,2670510,5.35,G.I. Generation,"11,79,65,95,29,660",21815
United Kingdom,1993,15-24 years,26576,male,501,3957719,12.66,Generation X,"10,61,38,87,22,256",19553
United Kingdom,1993,25-34 years,26574,male,773,4707275,16.42,Boomers,"10,61,38,87,22,256",19553
United Kingdom,1993,35-54 years,26573,male,1274,7453705,17.09,Boomers,"10,61,38,87,22,256",19553
United Kingdom,1993,5-14 years,26583,male,12,3806053,0.32,Millenials,"10,61,38,87,22,256",19553
United Kingdom,1993,55-74 years,26577,male,652,5170730,12.61,Silent,"10,61,38,87,22,256",19553
United Kingdom,1993,75+ years,26575,male,221,1361095,16.24,G.I. Generation,"10,61,38,87,22,256",19553
United Kingdom,1994,15-24 years,26594,female,82,3674808,2.23,Generation X,"11,40,48,97,45,944",20927
United Kingdom,1994,25-34 years,26593,female,176,4606941,3.82,Boomers,"11,40,48,97,45,944",20927
United Kingdom,1994,35-54 years,26592,female,324,7557704,4.29,Boomers,"11,40,48,97,45,944",20927
United Kingdom,1994,5-14 years,26596,female,4,3642837,0.11,Millenials,"11,40,48,97,45,944",20927
United Kingdom,1994,55-74 years,26591,female,256,5816530,4.4,Silent,"11,40,48,97,45,944",20927
United Kingdom,1994,75+ years,26590,female,148,2619957,5.65,G.I. Generation,"11,40,48,97,45,944",20927
United Kingdom,1995,15-24 years,26601,male,419,3811646,10.99,Generation X,"13,35,21,85,57,677",24389
United Kingdom,1995,25-34 years,26605,female,143,4614434,3.1,Generation X,"13,35,21,85,57,677",24389
United Kingdom,1995,35-54 years,26603,female,344,7672199,4.48,Boomers,"13,35,21,85,57,677",24389
United Kingdom,1995,5-14 years,26608,female,4,3664274,0.11,Millenials,"13,35,21,85,57,677",24389
United Kingdom,1995,55-74 years,26604,female,237,5746814,4.12,Silent,"13,35,21,85,57,677",24389
United Kingdom,1995,75+ years,26602,female,152,2692330,5.65,G.I. Generation,"13,35,21,85,57,677",24389
United Kingdom,1996,15-24 years,26613,male,362,3746067,9.66,Generation X,"14,08,78,15,91,264",25609
United Kingdom,1996,25-34 years,26609,male,858,4786490,17.93,Generation X,"14,08,78,15,91,264",25609
United Kingdom,1996,35-54 years,26610,male,1189,7859858,15.13,Boomers,"14,08,78,15,91,264",25609
United Kingdom,1996,5-14 years,26619,male,6,3894281,0.15,Millenials,"14,08,78,15,91,264",25609
United Kingdom,1996,55-74 years,26612,male,552,5146338,10.73,Silent,"14,08,78,15,91,264",25609
United Kingdom,1996,75+ years,26614,female,134,2740309,4.89,G.I. Generation,"14,08,78,15,91,264",25609
United Kingdom,1997,15-24 years,26630,female,82,3520027,2.33,Generation X,"15,52,48,36,28,029",28091
United Kingdom,1997,25-34 years,26629,female,171,4576730,3.74,Generation X,"15,52,48,36,28,029",28091
United Kingdom,1997,35-54 years,26626,female,358,7970382,4.49,Boomers,"15,52,48,36,28,029",28091
United Kingdom,1997,5-14 years,26632,male,3,3929285,0.08,Millenials,"15,52,48,36,28,029",28091
United Kingdom,1997,55-74 years,26627,female,224,5648065,3.97,Silent,"15,52,48,36,28,029",28091
United Kingdom,1997,75+ years,26628,female,107,2771148,3.86,G.I. Generation,"15,52,48,36,28,029",28091
United Kingdom,1998,15-24 years,26642,female,101,3501036,2.88,Generation X,"16,38,51,10,96,390",29508
United Kingdom,1998,25-34 years,26641,female,177,4508772,3.93,Generation X,"16,38,51,10,96,390",29508
United Kingdom,1998,35-54 years,26634,male,1280,8158001,15.69,Boomers,"16,38,51,10,96,390",29508
United Kingdom,1998,5-14 years,26644,male,2,3949849,0.05,Millenials,"16,38,51,10,96,390",29508
United Kingdom,1998,55-74 years,26636,male,571,5191604,11,Silent,"16,38,51,10,96,390",29508
United Kingdom,1998,75+ years,26638,female,122,2797439,4.36,G.I. Generation,"16,38,51,10,96,390",29508
United Kingdom,1999,15-24 years,26654,female,88,3503102,2.51,Generation X,"16,65,62,36,85,488",29832
United Kingdom,1999,25-34 years,26653,female,171,4419817,3.87,Generation X,"16,65,62,36,85,488",29832
United Kingdom,1999,35-54 years,26646,male,1361,8305433,16.39,Boomers,"16,65,62,36,85,488",29832
United Kingdom,1999,5-14 years,26656,female,1,3778962,0.03,Millenials,"16,65,62,36,85,488",29832
United Kingdom,1999,55-74 years,26648,male,604,5254251,11.5,Silent,"16,65,62,36,85,488",29832
United Kingdom,1999,75+ years,26647,male,242,1562363,15.49,G.I. Generation,"16,65,62,36,85,488",29832
United Kingdom,2000,15-24 years,26661,male,390,3709456,10.51,Generation X,"16,47,95,12,78,560",29358
United Kingdom,2000,25-34 years,26657,male,768,4536556,16.93,Generation X,"16,47,95,12,78,560",29358
United Kingdom,2000,35-54 years,26658,male,1357,8459117,16.04,Boomers,"16,47,95,12,78,560",29358
United Kingdom,2000,5-14 years,26668,female,4,3768300,0.11,Millenials,"16,47,95,12,78,560",29358
United Kingdom,2000,55-74 years,26660,male,568,5314648,10.69,Silent,"16,47,95,12,78,560",29358
United Kingdom,2000,75+ years,26659,male,223,1589527,14.03,G.I. Generation,"16,47,95,12,78,560",29358
United Kingdom,2001,15-24 years,26678,female,72,3581981,2.01,Millenials,"16,21,51,00,04,318",29179
United Kingdom,2001,25-34 years,26677,female,136,4251558,3.2,Generation X,"16,21,51,00,04,318",29179
United Kingdom,2001,35-54 years,26674,female,373,8374702,4.45,Boomers,"16,21,51,00,04,318",29179
United Kingdom,2001,5-14 years,26680,female,3,3714668,0.08,Millenials,"16,21,51,00,04,318",29179
United Kingdom,2001,55-74 years,26675,female,239,5820231,4.11,Silent,"16,21,51,00,04,318",29179
United Kingdom,2001,75+ years,26676,female,106,2801024,3.78,Silent,"16,21,51,00,04,318",29179
United Kingdom,2002,15-24 years,26690,female,90,3642294,2.47,Millenials,"17,68,40,82,73,381",31630
United Kingdom,2002,25-34 years,26688,female,170,4149794,4.1,Generation X,"17,68,40,82,73,381",31630
United Kingdom,2002,35-54 years,26687,female,349,8405892,4.15,Boomers,"17,68,40,82,73,381",31630
United Kingdom,2002,5-14 years,26692,male,5,3896912,0.13,Millenials,"17,68,40,82,73,381",31630
United Kingdom,2002,55-74 years,26689,female,222,5969004,3.72,Silent,"17,68,40,82,73,381",31630
United Kingdom,2002,75+ years,26686,female,117,2817222,4.15,Silent,"17,68,40,82,73,381",31630
United Kingdom,2003,15-24 years,26702,female,91,3718206,2.45,Millenials,"20,38,39,51,02,041",36289
United Kingdom,2003,25-34 years,26700,female,144,4059897,3.55,Generation X,"20,38,39,51,02,041",36289
United Kingdom,2003,35-54 years,26698,female,381,8432837,4.52,Boomers,"20,38,39,51,02,041",36289
United Kingdom,2003,5-14 years,26704,male,2,3868048,0.05,Millenials,"20,38,39,51,02,041",36289
United Kingdom,2003,55-74 years,26701,female,207,6085995,3.4,Silent,"20,38,39,51,02,041",36289
United Kingdom,2003,75+ years,26699,female,104,2821243,3.69,Silent,"20,38,39,51,02,041",36289
United Kingdom,2004,15-24 years,26709,male,315,3953382,7.97,Millenials,"23,98,55,54,74,185",42486
United Kingdom,2004,25-34 years,26706,male,599,3960327,15.13,Generation X,"23,98,55,54,74,185",42486
United Kingdom,2004,35-54 years,26705,male,1422,8324962,17.08,Boomers,"23,98,55,54,74,185",42486
United Kingdom,2004,5-14 years,26715,male,4,3832497,0.1,Millenials,"23,98,55,54,74,185",42486
United Kingdom,2004,55-74 years,26708,male,601,5755684,10.44,Silent,"23,98,55,54,74,185",42486
United Kingdom,2004,75+ years,26707,male,221,1713028,12.9,Silent,"23,98,55,54,74,185",42486
United Kingdom,2005,15-24 years,26726,female,88,3856149,2.28,Millenials,"25,20,70,18,18,182",44372
United Kingdom,2005,25-34 years,26723,female,162,3983494,4.07,Generation X,"25,20,70,18,18,182",44372
United Kingdom,2005,35-54 years,26717,male,1359,8397155,16.18,Boomers,"25,20,70,18,18,182",44372
United Kingdom,2005,5-14 years,26727,female,4,3591721,0.11,Millenials,"25,20,70,18,18,182",44372
United Kingdom,2005,55-74 years,26724,female,237,6236531,3.8,Silent,"25,20,70,18,18,182",44372
United Kingdom,2005,75+ years,26725,female,97,2844822,3.41,Silent,"25,20,70,18,18,182",44372
United Kingdom,2006,15-24 years,26733,male,308,4108191,7.5,Millenials,"26,92,61,26,95,492",47163
United Kingdom,2006,25-34 years,26730,male,562,3940414,14.26,Generation X,"26,92,61,26,95,492",47163
United Kingdom,2006,35-54 years,26729,male,1457,8462315,17.22,Boomers,"26,92,61,26,95,492",47163
United Kingdom,2006,5-14 years,26740,female,3,3532047,0.08,Millenials,"26,92,61,26,95,492",47163
United Kingdom,2006,55-74 years,26731,male,656,5891585,11.13,Silent,"26,92,61,26,95,492",47163
United Kingdom,2006,75+ years,26732,male,199,1792119,11.1,Silent,"26,92,61,26,95,492",47163
United Kingdom,2007,15-24 years,26745,male,309,4193170,7.37,Millenials,"30,74,35,97,43,898",53576
United Kingdom,2007,25-34 years,26742,male,547,3935970,13.9,Generation X,"30,74,35,97,43,898",53576
United Kingdom,2007,35-54 years,26741,male,1332,8519029,15.64,Boomers,"30,74,35,97,43,898",53576
United Kingdom,2007,5-14 years,26752,female,4,3479755,0.11,Generation Z,"30,74,35,97,43,898",53576
United Kingdom,2007,55-74 years,26744,male,613,5943853,10.31,Silent,"30,74,35,97,43,898",53576
United Kingdom,2007,75+ years,26743,male,214,1834466,11.67,Silent,"30,74,35,97,43,898",53576
United Kingdom,2008,15-24 years,26762,female,81,4000750,2.02,Millenials,"28,90,56,43,38,235",50111
United Kingdom,2008,25-34 years,26759,female,156,3915840,3.98,Generation X,"28,90,56,43,38,235",50111
United Kingdom,2008,35-54 years,26758,female,420,8751380,4.8,Boomers,"28,90,56,43,38,235",50111
United Kingdom,2008,5-14 years,26764,male,6,3610494,0.17,Generation Z,"28,90,56,43,38,235",50111
United Kingdom,2008,55-74 years,26760,female,207,6414224,3.23,Silent,"28,90,56,43,38,235",50111
United Kingdom,2008,75+ years,26761,female,88,2901507,3.03,Silent,"28,90,56,43,38,235",50111
United Kingdom,2009,15-24 years,26774,female,84,4009556,2.09,Millenials,"23,82,82,59,85,356",41074
United Kingdom,2009,25-34 years,26772,female,133,3946153,3.37,Generation X,"23,82,82,59,85,356",41074
United Kingdom,2009,35-54 years,26770,female,387,8778984,4.41,Boomers,"23,82,82,59,85,356",41074
United Kingdom,2009,5-14 years,26775,male,4,3591283,0.11,Generation Z,"23,82,82,59,85,356",41074
United Kingdom,2009,55-74 years,26771,female,229,6497453,3.52,Silent,"23,82,82,59,85,356",41074
United Kingdom,2009,75+ years,26773,female,97,2915785,3.33,Silent,"23,82,82,59,85,356",41074
United Kingdom,2010,15-24 years,26786,female,106,3995780,2.65,Millenials,"24,41,17,33,94,730",41798
United Kingdom,2010,25-34 years,26778,male,513,4128369,12.43,Generation X,"24,41,17,33,94,730",41798
United Kingdom,2010,35-54 years,26777,male,1444,8592781,16.8,Generation X,"24,41,17,33,94,730",41798
United Kingdom,2010,5-14 years,26788,male,1,3586875,0.03,Generation Z,"24,41,17,33,94,730",41798
United Kingdom,2010,55-74 years,26783,female,232,6570278,3.53,Silent,"24,41,17,33,94,730",41798
United Kingdom,2010,75+ years,26785,female,89,2944062,3.02,Silent,"24,41,17,33,94,730",41798
United Kingdom,2011,15-24 years,26797,female,100,4001855,2.5,Millenials,"26,19,70,04,04,733",44491
United Kingdom,2011,25-34 years,26796,female,134,4094631,3.27,Millenials,"26,19,70,04,04,733",44491
United Kingdom,2011,35-54 years,26794,female,417,8790957,4.74,Generation X,"26,19,70,04,04,733",44491
United Kingdom,2011,5-14 years,26800,female,4,3429167,0.12,Generation Z,"26,19,70,04,04,733",44491
United Kingdom,2011,55-74 years,26795,female,235,6652911,3.53,Boomers,"26,19,70,04,04,733",44491
United Kingdom,2011,75+ years,26798,female,70,2973876,2.35,Silent,"26,19,70,04,04,733",44491
United Kingdom,2012,15-24 years,26810,female,70,4054017,1.73,Millenials,"26,62,08,51,68,499",44585
United Kingdom,2012,25-34 years,26807,female,153,4296499,3.56,Millenials,"26,62,08,51,68,499",44585
United Kingdom,2012,35-54 years,26806,female,403,8852151,4.55,Generation X,"26,62,08,51,68,499",44585
United Kingdom,2012,5-14 years,26812,female,2,3521812,0.06,Generation Z,"26,62,08,51,68,499",44585
United Kingdom,2012,55-74 years,26808,female,211,6737405,3.13,Boomers,"26,62,08,51,68,499",44585
United Kingdom,2012,75+ years,26809,female,93,2976921,3.12,Silent,"26,62,08,51,68,499",44585
United Kingdom,2013,15-24 years,26822,female,81,4017291,2.02,Millenials,"27,39,81,86,80,930",45594
United Kingdom,2013,25-34 years,26821,female,124,4356539,2.85,Millenials,"27,39,81,86,80,930",45594
United Kingdom,2013,35-54 years,26818,female,449,8837469,5.08,Generation X,"27,39,81,86,80,930",45594
United Kingdom,2013,5-14 years,26824,female,4,3559249,0.11,Generation Z,"27,39,81,86,80,930",45594
United Kingdom,2013,55-74 years,26820,female,232,6839180,3.39,Boomers,"27,39,81,86,80,930",45594
United Kingdom,2013,75+ years,26819,female,103,3004685,3.43,Silent,"27,39,81,86,80,930",45594
United Kingdom,2014,15-24 years,26829,male,332,4171187,7.96,Millenials,"30,22,82,77,81,881",49906
United Kingdom,2014,25-34 years,26826,male,602,4360457,13.81,Millenials,"30,22,82,77,81,881",49906
United Kingdom,2014,35-54 years,26825,male,1692,8665195,19.53,Generation X,"30,22,82,77,81,881",49906
United Kingdom,2014,5-14 years,26836,female,6,3602933,0.17,Generation Z,"30,22,82,77,81,881",49906
United Kingdom,2014,55-74 years,26827,male,827,6597480,12.54,Boomers,"30,22,82,77,81,881",49906
United Kingdom,2014,75+ years,26828,male,257,2158742,11.91,Silent,"30,22,82,77,81,881",49906
United Kingdom,2015,15-24 years,26846,female,104,3966564,2.62,Millenials,"28,85,57,03,09,161",47240
United Kingdom,2015,25-34 years,26844,female,181,4414464,4.1,Millenials,"28,85,57,03,09,161",47240
United Kingdom,2015,35-54 years,26837,male,1579,8692440,18.17,Generation X,"28,85,57,03,09,161",47240
United Kingdom,2015,5-14 years,26848,male,4,3840476,0.1,Generation Z,"28,85,57,03,09,161",47240
United Kingdom,2015,55-74 years,26843,female,306,7075576,4.32,Boomers,"28,85,57,03,09,161",47240
United Kingdom,2015,75+ years,26845,female,108,3070457,3.52,Silent,"28,85,57,03,09,161",47240
United States,1985,15-24 years,26858,female,854,19589000,4.36,Generation X,"43,46,73,40,00,000",19693
United States,1985,25-34 years,26857,female,1242,21041000,5.9,Boomers,"43,46,73,40,00,000",19693
United States,1985,35-54 years,26854,female,2105,27763000,7.58,Silent,"43,46,73,40,00,000",19693
United States,1985,5-14 years,26860,female,73,16553000,0.44,Generation X,"43,46,73,40,00,000",19693
United States,1985,55-74 years,26855,female,1568,21366000,7.34,G.I. Generation,"43,46,73,40,00,000",19693
United States,1985,75+ years,26856,female,466,7469000,6.24,G.I. Generation,"43,46,73,40,00,000",19693
United States,1986,15-24 years,26870,female,844,19313000,4.37,Generation X,"45,90,15,50,00,000",20588
United States,1986,25-34 years,26869,female,1261,21391000,5.9,Boomers,"45,90,15,50,00,000",20588
United States,1986,35-54 years,26866,female,2299,28520000,8.06,Silent,"45,90,15,50,00,000",20588
United States,1986,5-14 years,26872,female,56,16517000,0.34,Generation X,"45,90,15,50,00,000",20588
United States,1986,55-74 years,26867,female,1696,21455000,7.9,G.I. Generation,"45,90,15,50,00,000",20588
