data_id,country,year,sex,age,suicides_no,population,suicides/100k pop,generation,gdp_for_year,gdp_per_capita
18561,Panama,2015,female,35-54 years,4,496986,0.8,Generation X,"54,31,57,22,500",15158.0
18560,Panama,2015,female,55-74 years,3,243511,1.23,Boomers,"54,31,57,22,500",15158.0
18559,Panama,2015,female,25-34 years,4,300748,1.33,Millenials,"54,31,57,22,500",15158.0
18558,Panama,2015,female,15-24 years,8,328479,2.44,Millenials,"54,31,57,22,500",15158.0
18557,Panama,2015,male,15-24 years,16,338328,4.73,Millenials,"54,31,57,22,500",15158.0
18556,Panama,2015,male,35-54 years,26,495960,5.24,Generation X,"54,31,57,22,500",15158.0
18555,Panama,2015,male,55-74 years,14,228981,6.11,Boomers,"54,31,57,22,500",15158.0
18554,Panama,2015,male,25-34 years,26,306724,8.48,Millenials,"54,31,57,22,500",15158.0
18553,Panama,2015,male,75+ years,8,56048,14.27,Silent,"54,31,57,22,500",15158.0
18228,Norway,2015,male,5-14 years,2,320375,0.62,Generation Z,"3,86,66,31,39,403",79187.0
18227,Norway,2015,female,5-14 years,2,305804,0.65,Generation Z,"3,86,66,31,39,403",79187.0
18225,Norway,2015,female,75+ years,17,215829,7.88,Silent,"3,86,66,31,39,403",79187.0
17428,Netherlands,2015,male,55-74 years,418,1966083,21.26,Boomers,"7,57,99,94,53,314",47206.0
22182,Serbia,2015,female,15-24 years,7,378130,1.85,Millenials,"37,16,03,32,465",5492.0
22184,Serbia,2015,female,5-14 years,1,336506,0.3,Generation Z,"37,16,03,32,465",5492.0
25292,Thailand,2015,male,35-54 years,1482,10101149,14.67,Generation X,"4,01,39,94,22,443",6552.0
25291,Thailand,2015,male,75+ years,174,1068139,16.29,Silent,"4,01,39,94,22,443",6552.0
24978,Switzerland,2015,male,5-14 years,2,411880,0.49,Generation Z,"6,79,28,91,66,858",86068.0
24977,Switzerland,2015,female,5-14 years,2,390910,0.51,Generation Z,"6,79,28,91,66,858",86068.0
24976,Switzerland,2015,female,25-34 years,24,577973,4.15,Millenials,"6,79,28,91,66,858",86068.0
24975,Switzerland,2015,female,15-24 years,20,462559,4.32,Millenials,"6,79,28,91,66,858",86068.0
24974,Switzerland,2015,female,55-74 years,82,922222,8.89,Boomers,"6,79,28,91,66,858",86068.0
24973,Switzerland,2015,female,35-54 years,111,1227126,9.05,Generation X,"6,79,28,91,66,858",86068.0
24972,Switzerland,2015,female,75+ years,41,414205,9.9,Silent,"6,79,28,91,66,858",86068.0
24971,Switzerland,2015,male,15-24 years,62,482708,12.84,Millenials,"6,79,28,91,66,858",86068.0
24970,Switzerland,2015,male,25-34 years,80,586880,13.63,Millenials,"6,79,28,91,66,858",86068.0
24969,Switzerland,2015,male,35-54 years,242,1248988,19.38,Generation X,"6,79,28,91,66,858",86068.0
24968,Switzerland,2015,male,55-74 years,264,891482,29.61,Boomers,"6,79,28,91,66,858",86068.0
24967,Switzerland,2015,male,75+ years,143,275569,51.89,Silent,"6,79,28,91,66,858",86068.0
24716,Sweden,2015,male,5-14 years,3,556118,0.54,Generation Z,"4,97,91,81,09,302",54629.0
24715,Sweden,2015,female,5-14 years,5,526361,0.95,Generation Z,"4,97,91,81,09,302",54629.0
24714,Sweden,2015,female,15-24 years,38,585957,6.49,Millenials,"4,97,91,81,09,302",54629.0
24713,Sweden,2015,female,75+ years,38,485940,7.82,Silent,"4,97,91,81,09,302",54629.0
24712,Sweden,2015,female,25-34 years,48,609532,7.87,Millenials,"4,97,91,81,09,302",54629.0
24711,Sweden,2015,female,35-54 years,100,1249962,8.0,Generation X,"4,97,91,81,09,302",54629.0
24710,Sweden,2015,female,55-74 years,102,1112312,9.17,Boomers,"4,97,91,81,09,302",54629.0
24709,Sweden,2015,male,15-24 years,69,621210,11.11,Millenials,"4,97,91,81,09,302",54629.0
24708,Sweden,2015,male,25-34 years,108,638657,16.91,Millenials,"4,97,91,81,09,302",54629.0
24707,Sweden,2015,male,35-54 years,288,1289581,22.33,Generation X,"4,97,91,81,09,302",54629.0
24706,Sweden,2015,male,55-74 years,268,1097579,24.42,Boomers,"4,97,91,81,09,302",54629.0
24705,Sweden,2015,male,75+ years,115,341315,33.69,Silent,"4,97,91,81,09,302",54629.0
23900,Spain,2015,female,5-14 years,1,2329505,0.04,Generation Z,"11,97,78,99,02,774",27108.0
25293,Thailand,2015,male,55-74 years,718,4990958,14.39,Boomers,"4,01,39,94,22,443",6552.0
23899,Spain,2015,male,5-14 years,7,2475209,0.28,Generation Z,"11,97,78,99,02,774",27108.0
25294,Thailand,2015,male,25-34 years,663,4873464,13.6,Millenials,"4,01,39,94,22,443",6552.0
25296,Thailand,2015,female,55-74 years,248,5795996,4.28,Boomers,"4,01,39,94,22,443",6552.0
26064,Turkmenistan,2015,female,55-74 years,3,280211,1.07,Boomers,"35,79,96,28,571",7326.0
10383,Greece,2015,male,75+ years,70,495592,14.12,Silent,"1,95,54,17,61,243",18927.0
26063,Turkmenistan,2015,female,75+ years,1,58753,1.7,Silent,"35,79,96,28,571",7326.0
26062,Turkmenistan,2015,female,25-34 years,11,487637,2.26,Millenials,"35,79,96,28,571",7326.0
26061,Turkmenistan,2015,male,25-34 years,15,484397,3.1,Millenials,"35,79,96,28,571",7326.0
26060,Turkmenistan,2015,male,55-74 years,7,225820,3.1,Boomers,"35,79,96,28,571",7326.0
26059,Turkmenistan,2015,female,15-24 years,21,505233,4.16,Millenials,"35,79,96,28,571",7326.0
26058,Turkmenistan,2015,male,15-24 years,31,515349,6.02,Millenials,"35,79,96,28,571",7326.0
26057,Turkmenistan,2015,male,35-54 years,38,620958,6.12,Generation X,"35,79,96,28,571",7326.0
25720,Turkey,2015,male,5-14 years,18,6435462,0.28,Generation Z,"8,59,79,68,72,794",11961.0
25719,Turkey,2015,female,5-14 years,18,6100840,0.3,Generation Z,"8,59,79,68,72,794",11961.0
25718,Turkey,2015,female,55-74 years,42,5456986,0.77,Boomers,"8,59,79,68,72,794",11961.0
25717,Turkey,2015,female,35-54 years,109,10293526,1.06,Generation X,"8,59,79,68,72,794",11961.0
25716,Turkey,2015,female,25-34 years,72,6288287,1.14,Millenials,"8,59,79,68,72,794",11961.0
25715,Turkey,2015,female,75+ years,25,1479388,1.69,Silent,"8,59,79,68,72,794",11961.0
25714,Turkey,2015,female,15-24 years,131,6267398,2.09,Millenials,"8,59,79,68,72,794",11961.0
25713,Turkey,2015,male,15-24 years,207,6573627,3.15,Millenials,"8,59,79,68,72,794",11961.0
25712,Turkey,2015,male,35-54 years,385,10466600,3.68,Generation X,"8,59,79,68,72,794",11961.0
25711,Turkey,2015,male,25-34 years,241,6452161,3.74,Millenials,"8,59,79,68,72,794",11961.0
25710,Turkey,2015,male,55-74 years,223,5079228,4.39,Boomers,"8,59,79,68,72,794",11961.0
25709,Turkey,2015,male,75+ years,61,986961,6.18,Silent,"8,59,79,68,72,794",11961.0
25302,Thailand,2015,male,5-14 years,12,4111704,0.29,Generation Z,"4,01,39,94,22,443",6552.0
25301,Thailand,2015,female,5-14 years,14,3881727,0.36,Generation Z,"4,01,39,94,22,443",6552.0
25300,Thailand,2015,female,15-24 years,55,4632371,1.19,Millenials,"4,01,39,94,22,443",6552.0
25299,Thailand,2015,female,25-34 years,96,4783703,2.01,Millenials,"4,01,39,94,22,443",6552.0
25298,Thailand,2015,female,35-54 years,363,10646859,3.41,Generation X,"4,01,39,94,22,443",6552.0
25297,Thailand,2015,female,75+ years,63,1527522,4.12,Silent,"4,01,39,94,22,443",6552.0
25295,Thailand,2015,male,15-24 years,317,4847684,6.54,Millenials,"4,01,39,94,22,443",6552.0
22183,Serbia,2015,male,5-14 years,2,356525,0.56,Generation Z,"37,16,03,32,465",5492.0
23898,Spain,2015,female,15-24 years,47,2177807,2.16,Millenials,"11,97,78,99,02,774",27108.0
23896,Spain,2015,male,15-24 years,109,2287320,4.77,Millenials,"11,97,78,99,02,774",27108.0
23287,Slovenia,2015,male,5-14 years,1,101184,0.99,Generation Z,"43,07,24,15,017",22036.0
23286,Slovenia,2015,female,15-24 years,3,97579,3.07,Millenials,"43,07,24,15,017",22036.0
23285,Slovenia,2015,female,25-34 years,5,132806,3.76,Millenials,"43,07,24,15,017",22036.0
23284,Slovenia,2015,female,35-54 years,23,295637,7.78,Generation X,"43,07,24,15,017",22036.0
23283,Slovenia,2015,male,15-24 years,14,103331,13.55,Millenials,"43,07,24,15,017",22036.0
23282,Slovenia,2015,female,55-74 years,40,252261,15.86,Boomers,"43,07,24,15,017",22036.0
23280,Slovenia,2015,male,25-34 years,29,144722,20.04,Millenials,"43,07,24,15,017",22036.0
23279,Slovenia,2015,male,35-54 years,106,315248,33.62,Generation X,"43,07,24,15,017",22036.0
23278,Slovenia,2015,male,55-74 years,120,239919,50.02,Boomers,"43,07,24,15,017",22036.0
23277,Slovenia,2015,male,75+ years,62,62345,99.45,Silent,"43,07,24,15,017",22036.0
22772,Singapore,2015,female,5-14 years,1,205578,0.49,Generation Z,"3,04,09,77,59,674",81766.0
22771,Singapore,2015,male,5-14 years,2,213262,0.94,Generation Z,"3,04,09,77,59,674",81766.0
22770,Singapore,2015,female,35-54 years,36,629999,5.71,Generation X,"3,04,09,77,59,674",81766.0
22769,Singapore,2015,female,15-24 years,15,249249,6.02,Millenials,"3,04,09,77,59,674",81766.0
22768,Singapore,2015,female,25-34 years,18,291298,6.18,Millenials,"3,04,09,77,59,674",81766.0
22767,Singapore,2015,female,55-74 years,28,416616,6.72,Boomers,"3,04,09,77,59,674",81766.0
22766,Singapore,2015,male,15-24 years,19,257780,7.37,Millenials,"3,04,09,77,59,674",81766.0
22765,Singapore,2015,male,25-34 years,30,270351,11.1,Millenials,"3,04,09,77,59,674",81766.0
22764,Singapore,2015,female,75+ years,13,103599,12.55,Silent,"3,04,09,77,59,674",81766.0
22763,Singapore,2015,male,35-54 years,79,606327,13.03,Generation X,"3,04,09,77,59,674",81766.0
22762,Singapore,2015,male,55-74 years,73,403996,18.07,Boomers,"3,04,09,77,59,674",81766.0
22761,Singapore,2015,male,75+ years,15,71060,21.11,Silent,"3,04,09,77,59,674",81766.0
22393,Seychelles,2015,male,25-34 years,1,7565,13.22,Millenials,"1,37,56,04,279",16005.0
22392,Seychelles,2015,male,55-74 years,1,6903,14.49,Boomers,"1,37,56,04,279",16005.0
22391,Seychelles,2015,male,15-24 years,1,6393,15.64,Millenials,"1,37,56,04,279",16005.0
22390,Seychelles,2015,female,15-24 years,1,5957,16.79,Millenials,"1,37,56,04,279",16005.0
22389,Seychelles,2015,male,35-54 years,3,14210,21.11,Generation X,"1,37,56,04,279",16005.0
23517,South Africa,2015,male,75+ years,8,285743,2.8,Silent,"3,17,74,10,39,198",6403.0
23897,Spain,2015,female,25-34 years,66,2884411,2.29,Millenials,"11,97,78,99,02,774",27108.0
23518,South Africa,2015,male,25-34 years,126,5001052,2.52,Millenials,"3,17,74,10,39,198",6403.0
23520,South Africa,2015,male,55-74 years,41,2426511,1.69,Boomers,"3,17,74,10,39,198",6403.0
23895,Spain,2015,female,35-54 years,360,7389698,4.87,Generation X,"11,97,78,99,02,774",27108.0
23894,Spain,2015,female,55-74 years,281,5125562,5.48,Boomers,"11,97,78,99,02,774",27108.0
23893,Spain,2015,female,75+ years,168,2624796,6.4,Silent,"11,97,78,99,02,774",27108.0
23892,Spain,2015,male,25-34 years,241,2897590,8.32,Millenials,"11,97,78,99,02,774",27108.0
23891,Spain,2015,male,35-54 years,1015,7551081,13.44,Generation X,"11,97,78,99,02,774",27108.0
23890,Spain,2015,male,55-74 years,736,4750328,15.49,Boomers,"11,97,78,99,02,774",27108.0
23889,Spain,2015,male,75+ years,573,1693221,33.84,Silent,"11,97,78,99,02,774",27108.0
23528,South Africa,2015,female,5-14 years,6,5243427,0.11,Generation Z,"3,17,74,10,39,198",6403.0
23527,South Africa,2015,male,5-14 years,11,5318168,0.21,Generation Z,"3,17,74,10,39,198",6403.0
23526,South Africa,2015,female,55-74 years,10,3155486,0.32,Boomers,"3,17,74,10,39,198",6403.0
23525,South Africa,2015,female,75+ years,2,615701,0.32,Silent,"3,17,74,10,39,198",6403.0
23524,South Africa,2015,female,35-54 years,26,6396045,0.41,Generation X,"3,17,74,10,39,198",6403.0
26393,Ukraine,2015,male,75+ years,669,942786,70.96,Silent,"91,03,09,59,455",2256.0
26394,Ukraine,2015,male,55-74 years,1644,3747724,43.87,Boomers,"91,03,09,59,455",2256.0
26395,Ukraine,2015,male,35-54 years,2181,5795334,37.63,Generation X,"91,03,09,59,455",2256.0
26396,Ukraine,2015,male,25-34 years,1114,3527229,31.58,Millenials,"91,03,09,59,455",2256.0
26397,Ukraine,2015,male,15-24 years,507,2408074,21.05,Millenials,"91,03,09,59,455",2256.0
26398,Ukraine,2015,female,75+ years,296,2261462,13.09,Silent,"91,03,09,59,455",2256.0
26399,Ukraine,2015,female,55-74 years,399,5508376,7.24,Boomers,"91,03,09,59,455",2256.0
26400,Ukraine,2015,female,35-54 years,427,6309963,6.77,Generation X,"91,03,09,59,455",2256.0
26401,Ukraine,2015,female,15-24 years,117,2281055,5.13,Millenials,"91,03,09,59,455",2256.0
26402,Ukraine,2015,female,25-34 years,168,3421535,4.91,Millenials,"91,03,09,59,455",2256.0
26403,Ukraine,2015,male,5-14 years,33,2131084,1.55,Generation Z,"91,03,09,59,455",2256.0
26404,Ukraine,2015,female,5-14 years,19,2010824,0.94,Generation Z,"91,03,09,59,455",2256.0
23523,South Africa,2015,female,25-34 years,27,4822164,0.56,Millenials,"3,17,74,10,39,198",6403.0
23522,South Africa,2015,female,15-24 years,34,5105930,0.67,Millenials,"3,17,74,10,39,198",6403.0
23521,South Africa,2015,male,35-54 years,101,6066751,1.66,Generation X,"3,17,74,10,39,198",6403.0
23519,South Africa,2015,male,15-24 years,90,5190482,1.73,Millenials,"3,17,74,10,39,198",6403.0
17427,Netherlands,2015,male,75+ years,129,523197,24.66,Silent,"7,57,99,94,53,314",47206.0
23281,Slovenia,2015,female,75+ years,19,114010,16.67,Silent,"43,07,24,15,017",22036.0
27213,United States,2015,male,15-24 years,4359,22615073,19.27,Millenials,"1,81,20,71,40,00,000",60387.0
15038,Latvia,2015,female,75+ years,22,134138,16.4,Silent,"26,97,28,63,394",14382.0
15037,Latvia,2015,male,15-24 years,24,105890,22.67,Millenials,"26,97,28,63,394",14382.0
15036,Latvia,2015,male,25-34 years,48,143639,33.42,Millenials,"26,97,28,63,394",14382.0
15035,Latvia,2015,male,35-54 years,106,262740,40.34,Generation X,"26,97,28,63,394",14382.0
15034,Latvia,2015,male,55-74 years,94,190621,49.31,Boomers,"26,97,28,63,394",14382.0
15033,Latvia,2015,male,75+ years,33,51293,64.34,Silent,"26,97,28,63,394",14382.0
14792,Kyrgyzstan,2015,female,5-14 years,7,547463,1.28,Generation Z,"6,67,81,78,340",1285.0
14791,Kyrgyzstan,2015,female,55-74 years,7,301107,2.32,Boomers,"6,67,81,78,340",1285.0
14790,Kyrgyzstan,2015,female,25-34 years,12,509797,2.35,Millenials,"6,67,81,78,340",1285.0
14789,Kyrgyzstan,2015,male,5-14 years,18,569962,3.16,Generation Z,"6,67,81,78,340",1285.0
15039,Latvia,2015,female,55-74 years,30,274200,10.94,Boomers,"26,97,28,63,394",14382.0
14788,Kyrgyzstan,2015,female,35-54 years,25,669556,3.73,Generation X,"6,67,81,78,340",1285.0
14786,Kyrgyzstan,2015,female,15-24 years,35,537476,6.51,Millenials,"6,67,81,78,340",1285.0
14785,Kyrgyzstan,2015,male,15-24 years,65,557006,11.67,Millenials,"6,67,81,78,340",1285.0
14784,Kyrgyzstan,2015,male,75+ years,5,41233,12.13,Silent,"6,67,81,78,340",1285.0
14783,Kyrgyzstan,2015,male,25-34 years,68,513358,13.25,Millenials,"6,67,81,78,340",1285.0
14782,Kyrgyzstan,2015,male,55-74 years,37,241078,15.35,Boomers,"6,67,81,78,340",1285.0
14781,Kyrgyzstan,2015,male,35-54 years,134,635515,21.09,Generation X,"6,67,81,78,340",1285.0
14048,Kazakhstan,2015,female,5-14 years,13,1370388,0.95,Generation Z,"1,84,38,84,32,149",11784.0
14047,Kazakhstan,2015,male,5-14 years,30,1445862,2.07,Generation Z,"1,84,38,84,32,149",11784.0
14046,Kazakhstan,2015,female,55-74 years,65,1306669,4.97,Boomers,"1,84,38,84,32,149",11784.0
14045,Kazakhstan,2015,female,25-34 years,108,1524321,7.09,Millenials,"1,84,38,84,32,149",11784.0
14787,Kyrgyzstan,2015,female,75+ years,4,72276,5.53,Silent,"6,67,81,78,340",1285.0
14044,Kazakhstan,2015,female,35-54 years,175,2313458,7.56,Generation X,"1,84,38,84,32,149",11784.0
15040,Latvia,2015,female,35-54 years,24,279553,8.59,Generation X,"26,97,28,63,394",14382.0
15042,Latvia,2015,female,25-34 years,2,136399,1.47,Millenials,"26,97,28,63,394",14382.0
15673,Luxembourg,2015,female,75+ years,2,23189,8.62,Silent,"57,78,44,95,265",107456.0
15672,Luxembourg,2015,male,25-34 years,4,42930,9.32,Millenials,"57,78,44,95,265",107456.0
15671,Luxembourg,2015,male,15-24 years,4,34757,11.51,Millenials,"57,78,44,95,265",107456.0
15670,Luxembourg,2015,female,55-74 years,9,53878,16.7,Boomers,"57,78,44,95,265",107456.0
15669,Luxembourg,2015,male,35-54 years,17,90095,18.87,Generation X,"57,78,44,95,265",107456.0
15668,Luxembourg,2015,male,75+ years,4,15011,26.65,Silent,"57,78,44,95,265",107456.0
15667,Luxembourg,2015,male,55-74 years,16,54325,29.45,Boomers,"57,78,44,95,265",107456.0
11662,Hungary,2015,female,15-24 years,15,551149,2.72,Millenials,"1,22,87,90,42,002",13087.0
11663,Hungary,2015,male,5-14 years,2,499016,0.4,Generation Z,"1,22,87,90,42,002",13087.0
15296,Lithuania,2015,male,5-14 years,2,140115,1.43,Generation Z,"41,50,86,09,233",15073.0
15041,Latvia,2015,female,15-24 years,3,100065,3.0,Millenials,"26,97,28,63,394",14382.0
15295,Lithuania,2015,female,5-14 years,3,133506,2.25,Generation Z,"41,50,86,09,233",15073.0
15293,Lithuania,2015,female,25-34 years,17,182926,9.29,Millenials,"41,50,86,09,233",15073.0
15292,Lithuania,2015,female,35-54 years,46,419841,10.96,Generation X,"41,50,86,09,233",15073.0
15291,Lithuania,2015,female,55-74 years,55,386892,14.22,Boomers,"41,50,86,09,233",15073.0
15290,Lithuania,2015,female,75+ years,38,191358,19.86,Silent,"41,50,86,09,233",15073.0
15289,Lithuania,2015,male,15-24 years,66,188903,34.94,Millenials,"41,50,86,09,233",15073.0
15288,Lithuania,2015,male,25-34 years,101,190800,52.94,Millenials,"41,50,86,09,233",15073.0
15287,Lithuania,2015,male,35-54 years,275,387255,71.01,Generation X,"41,50,86,09,233",15073.0
15286,Lithuania,2015,male,55-74 years,216,273776,78.9,Boomers,"41,50,86,09,233",15073.0
15285,Lithuania,2015,male,75+ years,67,79672,84.09,Silent,"41,50,86,09,233",15073.0
15043,Latvia,2015,male,5-14 years,1,100914,0.99,Generation Z,"26,97,28,63,394",14382.0
15294,Lithuania,2015,female,15-24 years,10,178882,5.59,Millenials,"41,50,86,09,233",15073.0
11661,Hungary,2015,female,25-34 years,27,610907,4.42,Millenials,"1,22,87,90,42,002",13087.0
14043,Kazakhstan,2015,female,15-24 years,127,1285407,9.88,Millenials,"1,84,38,84,32,149",11784.0
14041,Kazakhstan,2015,male,15-24 years,312,1326082,23.53,Millenials,"1,84,38,84,32,149",11784.0
13150,Italy,2015,male,55-74 years,934,6795801,13.74,Boomers,"18,32,86,84,90,534",31537.0
13149,Italy,2015,male,75+ years,669,2646587,25.28,Silent,"18,32,86,84,90,534",31537.0
12788,Israel,2015,female,5-14 years,1,733603,0.14,Generation Z,"2,99,09,38,39,690",39793.0
12787,Israel,2015,male,5-14 years,2,770443,0.26,Generation Z,"2,99,09,38,39,690",39793.0
12786,Israel,2015,female,15-24 years,8,617440,1.3,Millenials,"2,99,09,38,39,690",39793.0
12785,Israel,2015,female,35-54 years,20,967412,2.07,Generation X,"2,99,09,38,39,690",39793.0
12784,Israel,2015,female,25-34 years,13,581972,2.23,Millenials,"2,99,09,38,39,690",39793.0
12783,Israel,2015,female,55-74 years,17,664823,2.56,Boomers,"2,99,09,38,39,690",39793.0
12782,Israel,2015,male,15-24 years,35,644674,5.43,Millenials,"2,99,09,38,39,690",39793.0
12035,Iceland,2015,male,15-24 years,7,24116,29.03,Millenials,"16,94,22,47,374",54909.0
13151,Italy,2015,male,35-54 years,1063,9239883,11.5,Generation X,"18,32,86,84,90,534",31537.0
12036,Iceland,2015,male,35-54 years,11,43119,25.51,Generation X,"16,94,22,47,374",54909.0
12038,Iceland,2015,female,55-74 years,6,32013,18.74,Boomers,"16,94,22,47,374",54909.0
12039,Iceland,2015,female,75+ years,2,11158,17.92,Silent,"16,94,22,47,374",54909.0
12040,Iceland,2015,male,55-74 years,5,32159,15.55,Boomers,"16,94,22,47,374",54909.0
12041,Iceland,2015,female,35-54 years,2,42858,4.67,Generation X,"16,94,22,47,374",54909.0
12042,Iceland,2015,female,25-34 years,1,22913,4.36,Millenials,"16,94,22,47,374",54909.0
12781,Israel,2015,female,75+ years,14,241083,5.81,Silent,"2,99,09,38,39,690",39793.0
12780,Israel,2015,male,25-34 years,45,586251,7.68,Millenials,"2,99,09,38,39,690",39793.0
12779,Israel,2015,male,35-54 years,92,944406,9.74,Generation X,"2,99,09,38,39,690",39793.0
12778,Israel,2015,male,55-74 years,65,595247,10.92,Boomers,"2,99,09,38,39,690",39793.0
12777,Israel,2015,male,75+ years,30,168826,17.77,Silent,"2,99,09,38,39,690",39793.0
12037,Iceland,2015,male,25-34 years,6,24128,24.87,Millenials,"16,94,22,47,374",54909.0
14042,Kazakhstan,2015,female,75+ years,42,343577,12.22,Silent,"1,84,38,84,32,149",11784.0
13152,Italy,2015,male,25-34 years,271,3451808,7.85,Millenials,"18,32,86,84,90,534",31537.0
13154,Italy,2015,female,55-74 years,303,7434895,4.08,Boomers,"18,32,86,84,90,534",31537.0
14040,Kazakhstan,2015,male,55-74 years,363,951365,38.16,Boomers,"1,84,38,84,32,149",11784.0
14039,Kazakhstan,2015,male,25-34 years,603,1492576,40.4,Millenials,"1,84,38,84,32,149",11784.0
14038,Kazakhstan,2015,male,35-54 years,962,2130654,45.15,Generation X,"1,84,38,84,32,149",11784.0
14037,Kazakhstan,2015,male,75+ years,72,156393,46.04,Silent,"1,84,38,84,32,149",11784.0
13736,Japan,2015,female,5-14 years,28,5287719,0.53,Generation Z,"43,94,97,77,52,878",36510.0
13735,Japan,2015,male,5-14 years,62,5553851,1.12,Generation Z,"43,94,97,77,52,878",36510.0
13734,Japan,2015,female,15-24 years,408,5772938,7.07,Millenials,"43,94,97,77,52,878",36510.0
13733,Japan,2015,female,25-34 years,685,6614211,10.36,Millenials,"43,94,97,77,52,878",36510.0
13732,Japan,2015,female,35-54 years,2024,16991218,11.91,Generation X,"43,94,97,77,52,878",36510.0
13731,Japan,2015,female,55-74 years,2292,17232482,13.3,Boomers,"43,94,97,77,52,878",36510.0
13153,Italy,2015,male,15-24 years,161,3057509,5.27,Millenials,"18,32,86,84,90,534",31537.0
13730,Japan,2015,female,75+ years,1509,9983066,15.12,Silent,"43,94,97,77,52,878",36510.0
13728,Japan,2015,male,25-34 years,1948,6862886,28.38,Millenials,"43,94,97,77,52,878",36510.0
13727,Japan,2015,male,35-54 years,5507,17461022,31.54,Generation X,"43,94,97,77,52,878",36510.0
13726,Japan,2015,male,55-74 years,5241,16239222,32.27,Boomers,"43,94,97,77,52,878",36510.0
13725,Japan,2015,male,75+ years,2297,6289365,36.52,Silent,"43,94,97,77,52,878",36510.0
13160,Italy,2015,female,5-14 years,6,2775414,0.22,Generation Z,"18,32,86,84,90,534",31537.0
13159,Italy,2015,male,5-14 years,7,2944182,0.24,Generation Z,"18,32,86,84,90,534",31537.0
13158,Italy,2015,female,15-24 years,34,2874645,1.18,Millenials,"18,32,86,84,90,534",31537.0
13157,Italy,2015,female,25-34 years,64,3394610,1.89,Millenials,"18,32,86,84,90,534",31537.0
13156,Italy,2015,female,35-54 years,320,9386928,3.41,Generation X,"18,32,86,84,90,534",31537.0
13155,Italy,2015,female,75+ years,156,4115435,3.79,Silent,"18,32,86,84,90,534",31537.0
13729,Japan,2015,male,15-24 years,1091,6088330,17.92,Millenials,"43,94,97,77,52,878",36510.0
11660,Hungary,2015,female,35-54 years,132,1429644,9.23,Generation X,"1,22,87,90,42,002",13087.0
11664,Hungary,2015,female,5-14 years,1,473285,0.21,Generation Z,"1,22,87,90,42,002",13087.0
11658,Hungary,2015,female,55-74 years,181,1350675,13.4,Boomers,"1,22,87,90,42,002",13087.0
26844,United Kingdom,2015,female,25-34 years,181,4414464,4.1,Millenials,"28,85,57,03,09,161",47240.0
26845,United Kingdom,2015,female,75+ years,108,3070457,3.52,Silent,"28,85,57,03,09,161",47240.0
26846,United Kingdom,2015,female,15-24 years,104,3966564,2.62,Millenials,"28,85,57,03,09,161",47240.0
26847,United Kingdom,2015,female,5-14 years,6,3663221,0.16,Generation Z,"28,85,57,03,09,161",47240.0
26848,United Kingdom,2015,male,5-14 years,4,3840476,0.1,Generation Z,"28,85,57,03,09,161",47240.0
16935,Mexico,2015,female,5-14 years,95,11261292,0.84,Generation Z,"11,69,62,26,72,463",10228.0
16934,Mexico,2015,male,5-14 years,137,11790898,1.16,Generation Z,"11,69,62,26,72,463",10228.0
16933,Mexico,2015,female,55-74 years,88,7021916,1.25,Boomers,"11,69,62,26,72,463",10228.0
16932,Mexico,2015,female,35-54 years,303,15940497,1.9,Generation X,"11,69,62,26,72,463",10228.0
16931,Mexico,2015,female,25-34 years,267,10079012,2.65,Millenials,"11,69,62,26,72,463",10228.0
16930,Mexico,2015,female,15-24 years,484,11354811,4.26,Millenials,"11,69,62,26,72,463",10228.0
11053,Guatemala,2015,male,15-24 years,125,1753669,7.13,Millenials,"63,76,75,97,194",4472.0
16929,Mexico,2015,male,55-74 years,584,6465941,9.03,Boomers,"11,69,62,26,72,463",10228.0
16927,Mexico,2015,male,75+ years,163,1427654,11.42,Silent,"11,69,62,26,72,463",10228.0
16926,Mexico,2015,male,15-24 years,1347,11676480,11.54,Millenials,"11,69,62,26,72,463",10228.0
16925,Mexico,2015,male,25-34 years,1195,10243158,11.67,Millenials,"11,69,62,26,72,463",10228.0
11054,Guatemala,2015,male,25-34 years,86,1267501,6.79,Millenials,"63,76,75,97,194",4472.0
11055,Guatemala,2015,male,35-54 years,87,1295156,6.72,Generation X,"63,76,75,97,194",4472.0
11659,Hungary,2015,male,15-24 years,69,582471,11.85,Millenials,"1,22,87,90,42,002",13087.0
11057,Guatemala,2015,male,55-74 years,32,537002,5.96,Boomers,"63,76,75,97,194",4472.0
11058,Guatemala,2015,female,15-24 years,83,1711787,4.85,Millenials,"63,76,75,97,194",4472.0
11059,Guatemala,2015,female,75+ years,3,167861,1.79,Silent,"63,76,75,97,194",4472.0
11060,Guatemala,2015,female,25-34 years,19,1313068,1.45,Millenials,"63,76,75,97,194",4472.0
11061,Guatemala,2015,female,35-54 years,20,1530419,1.31,Generation X,"63,76,75,97,194",4472.0
16928,Mexico,2015,male,35-54 years,1560,15181008,10.28,Generation X,"11,69,62,26,72,463",10228.0
11062,Guatemala,2015,female,55-74 years,6,653079,0.92,Boomers,"63,76,75,97,194",4472.0
27209,United States,2015,male,75+ years,3171,8171136,38.81,Silent,"1,81,20,71,40,00,000",60387.0
26843,United Kingdom,2015,female,55-74 years,306,7075576,4.32,Boomers,"28,85,57,03,09,161",47240.0
10385,Greece,2015,male,35-54 years,147,1558791,9.43,Generation X,"1,95,54,17,61,243",18927.0
10386,Greece,2015,male,25-34 years,46,669357,6.87,Millenials,"1,95,54,17,61,243",18927.0
